"Population","Filename","Center","Sample","Replicate","Proportion","Count","Parent","Count_Parent"
"CD14+Lineage-","12828_2_DC,2f,MONO,2f,NK.fcs","Baylor","12828","2",0.210422696440387,51837,"Live",246347
"CD14-Lineage-","12828_2_DC,2f,MONO,2f,NK.fcs","Baylor","12828","2",0.131400017049122,32370,"Live",246347
"CD16+CD56-","12828_2_DcMonNk_D02.fcs","NHLBI","12828","2",0.186761904761905,1961,"CD14-Lineage-",10500
"CD16-CD56+","12828_2_DcMonNk_D02.fcs","NHLBI","12828","2",0.088,924,"CD14-Lineage-",10500
"CD16+CD56+","12828_2_DcMonNk_D02.fcs","NHLBI","12828","2",0.43752380952381,4594,"CD14-Lineage-",10500
"CD16-CD56-","12828_2_DcMonNk_D02.fcs","NHLBI","12828","2",0.287714285714286,3021,"CD14-Lineage-",10500
"CD14+CD16+","12828_2_DcMonNk_D02.fcs","NHLBI","12828","2",0.0290106179750322,653,"CD14+Lineage-",22509
"HLADR+","12828_2_DcMonNk_D02.fcs","NHLBI","12828","2",0.34558093346574,1044,"CD16-CD56-",3021
"CD11c-CD123+","12828_2_DcMonNk_D02.fcs","NHLBI","12828","2",0.185823754789272,194,"HLADR+",1044
"CD11c+CD123+","12828_2_DcMonNk_D02.fcs","NHLBI","12828","2",0.0258620689655172,27,"HLADR+",1044
"CD11c-CD123-","12828_2_DcMonNk_D02.fcs","NHLBI","12828","2",0.135057471264368,141,"HLADR+",1044
"CD11c+CD123-","12828_2_DcMonNk_D02.fcs","NHLBI","12828","2",0.653256704980843,682,"HLADR+",1044
"CD14+Lineage-","12828_2_DcMonNk_D02.fcs","NHLBI","12828","2",0.309921793247783,22509,"Live",72628
"CD14-Lineage-","12828_2_DcMonNk_D02.fcs","NHLBI","12828","2",0.144572341245801,10500,"Live",72628
"CD16+CD56-","12828_3_D3_D03.fcs","Yale","12828","3",0.0698495548050353,455,"CD14-Lineage-",6514
"CD16-CD56-","12828_3_D3_D03.fcs","Yale","12828","3",0.374424316856002,2439,"CD14-Lineage-",6514
"CD16-CD56+","12828_3_D3_D03.fcs","Yale","12828","3",0.272182990482039,1773,"CD14-Lineage-",6514
"CD16+CD56+","12828_3_D3_D03.fcs","Yale","12828","3",0.283543137856924,1847,"CD14-Lineage-",6514
"CD14+CD16+","12828_3_D3_D03.fcs","Yale","12828","3",0.00712086220169361,111,"CD14+Lineage-",15588
"HLADR+","12828_3_D3_D03.fcs","Yale","12828","3",0.428044280442804,1044,"CD16-CD56-",2439
"CD11c-CD123+","12828_3_D3_D03.fcs","Yale","12828","3",0.265325670498084,277,"HLADR+",1044
"CD11c-CD123-","12828_3_D3_D03.fcs","Yale","12828","3",0.102490421455939,107,"HLADR+",1044
"CD11c+CD123-","12828_3_D3_D03.fcs","Yale","12828","3",0.502873563218391,525,"HLADR+",1044
"CD11c+CD123+","12828_3_D3_D03.fcs","Yale","12828","3",0.129310344827586,135,"HLADR+",1044
"CD14-Lineage-","12828_3_D3_D03.fcs","Yale","12828","3",0.123984088010811,6514,"Live",52539
"CD14+Lineage-","12828_3_D3_D03.fcs","Yale","12828","3",0.296693884542911,15588,"Live",52539
"CD16-CD56+","12828_3_DC,2f,MONO,2f,NK.fcs","Baylor","12828","3",0.20720502901354,5142,"CD14-Lineage-",24816
"CD16+CD56+","12828_3_DC,2f,MONO,2f,NK.fcs","Baylor","12828","3",0.306898774983881,7616,"CD14-Lineage-",24816
"CD16-CD56-","12828_3_DC,2f,MONO,2f,NK.fcs","Baylor","12828","3",0.432704706640877,10738,"CD14-Lineage-",24816
"CD16+CD56-","12828_3_DC,2f,MONO,2f,NK.fcs","Baylor","12828","3",0.0531914893617021,1320,"CD14-Lineage-",24816
"CD14+CD16+","12828_3_DC,2f,MONO,2f,NK.fcs","Baylor","12828","3",0.0116922845935852,623,"CD14+Lineage-",53283
"HLADR+","12828_3_DC,2f,MONO,2f,NK.fcs","Baylor","12828","3",0.465263550009313,4996,"CD16-CD56-",10738
"CD11c-CD123+","12828_3_DC,2f,MONO,2f,NK.fcs","Baylor","12828","3",0.0402321857485989,201,"HLADR+",4996
"CD11c+CD123-","12828_3_DC,2f,MONO,2f,NK.fcs","Baylor","12828","3",0.506204963971177,2529,"HLADR+",4996
"CD11c+CD123+","12828_3_DC,2f,MONO,2f,NK.fcs","Baylor","12828","3",0.415732586068855,2077,"HLADR+",4996
"CD11c-CD123-","12828_3_DC,2f,MONO,2f,NK.fcs","Baylor","12828","3",0.0378302642113691,189,"HLADR+",4996
"CD14-Lineage-","12828_3_DC,2f,MONO,2f,NK.fcs","Baylor","12828","3",0.101381245940215,24816,"Live",244779
"CD14+Lineage-","12828_3_DC,2f,MONO,2f,NK.fcs","Baylor","12828","3",0.217677987082225,53283,"Live",244779
"CD16+CD56-","12828_3_DcMonNk_D03.fcs","NHLBI","12828","3",0.138220205209155,1401,"CD14-Lineage-",10136
"CD16-CD56+","12828_3_DcMonNk_D03.fcs","NHLBI","12828","3",0.0895816890292028,908,"CD14-Lineage-",10136
"CD16+CD56+","12828_3_DcMonNk_D03.fcs","NHLBI","12828","3",0.462805840568272,4691,"CD14-Lineage-",10136
"CD16-CD56-","12828_3_DcMonNk_D03.fcs","NHLBI","12828","3",0.30939226519337,3136,"CD14-Lineage-",10136
"CD14+CD16+","12828_3_DcMonNk_D03.fcs","NHLBI","12828","3",0.027372990211277,618,"CD14+Lineage-",22577
"HLADR+","12828_3_DcMonNk_D03.fcs","NHLBI","12828","3",0.338329081632653,1061,"CD16-CD56-",3136
"CD11c-CD123+","12828_3_DcMonNk_D03.fcs","NHLBI","12828","3",0.233741753063148,248,"HLADR+",1061
"CD11c+CD123-","12828_3_DcMonNk_D03.fcs","NHLBI","12828","3",0.583411875589067,619,"HLADR+",1061
"CD11c+CD123+","12828_3_DcMonNk_D03.fcs","NHLBI","12828","3",0.0414703110273327,44,"HLADR+",1061
"CD11c-CD123-","12828_3_DcMonNk_D03.fcs","NHLBI","12828","3",0.141376060320452,150,"HLADR+",1061
"CD14+Lineage-","12828_3_DcMonNk_D03.fcs","NHLBI","12828","3",0.311880093935626,22577,"Live",72390
"CD14-Lineage-","12828_3_DcMonNk_D03.fcs","NHLBI","12828","3",0.140019339687802,10136,"Live",72390
"CD16-CD56-","1349_1_D4_D04.fcs","Yale","1349","1",0.397536394176932,1420,"CD14-Lineage-",3572
"CD16+CD56-","1349_1_D4_D04.fcs","Yale","1349","1",0.0873460246360582,312,"CD14-Lineage-",3572
"CD16-CD56+","1349_1_D4_D04.fcs","Yale","1349","1",0.309910414333707,1107,"CD14-Lineage-",3572
"CD16+CD56+","1349_1_D4_D04.fcs","Yale","1349","1",0.205207166853303,733,"CD14-Lineage-",3572
"CD14+CD16+","1349_1_D4_D04.fcs","Yale","1349","1",0.0188956399813047,283,"CD14+Lineage-",14977
"HLADR+","1349_1_D4_D04.fcs","Yale","1349","1",0.600704225352113,853,"CD16-CD56-",1420
"CD11c-CD123-","1349_1_D4_D04.fcs","Yale","1349","1",0.143024618991794,122,"HLADR+",853
"CD11c+CD123+","1349_1_D4_D04.fcs","Yale","1349","1",0.0855803048065651,73,"HLADR+",853
"CD11c+CD123-","1349_1_D4_D04.fcs","Yale","1349","1",0.382180539273154,326,"HLADR+",853
"CD11c-CD123+","1349_1_D4_D04.fcs","Yale","1349","1",0.389214536928488,332,"HLADR+",853
"CD14-Lineage-","1349_1_D4_D04.fcs","Yale","1349","1",0.0966554821950427,3572,"Live",36956
"CD14+Lineage-","1349_1_D4_D04.fcs","Yale","1349","1",0.40526572139842,14977,"Live",36956
"CD16+CD56+","1349_1_DC,2f,MONO,2f,NK.fcs","Baylor","1349","1",0.227164139041739,8463,"CD14-Lineage-",37255
"CD16-CD56-","1349_1_DC,2f,MONO,2f,NK.fcs","Baylor","1349","1",0.412293651858811,15360,"CD14-Lineage-",37255
"CD16+CD56-","1349_1_DC,2f,MONO,2f,NK.fcs","Baylor","1349","1",0.0723929673869279,2697,"CD14-Lineage-",37255
"CD16-CD56+","1349_1_DC,2f,MONO,2f,NK.fcs","Baylor","1349","1",0.288149241712522,10735,"CD14-Lineage-",37255
"CD14+CD16+","1349_1_DC,2f,MONO,2f,NK.fcs","Baylor","1349","1",0.024208787775083,1627,"CD14+Lineage-",67207
"HLADR+","1349_1_DC,2f,MONO,2f,NK.fcs","Baylor","1349","1",0.350390625,5382,"CD16-CD56-",15360
"CD11c+CD123-","1349_1_DC,2f,MONO,2f,NK.fcs","Baylor","1349","1",0.47900408769974,2578,"HLADR+",5382
"CD11c-CD123-","1349_1_DC,2f,MONO,2f,NK.fcs","Baylor","1349","1",0.108695652173913,585,"HLADR+",5382
"CD11c-CD123+","1349_1_DC,2f,MONO,2f,NK.fcs","Baylor","1349","1",0.183946488294314,990,"HLADR+",5382
"CD11c+CD123+","1349_1_DC,2f,MONO,2f,NK.fcs","Baylor","1349","1",0.228353771832033,1229,"HLADR+",5382
"CD14-Lineage-","1349_1_DC,2f,MONO,2f,NK.fcs","Baylor","1349","1",0.135538278512881,37255,"Live",274867
"CD14+Lineage-","1349_1_DC,2f,MONO,2f,NK.fcs","Baylor","1349","1",0.244507343551609,67207,"Live",274867
"CD16-CD56+","1349_1_DcMonNk_D04.fcs","NHLBI","1349","1",0.11834995843724,1139,"CD14-Lineage-",9624
"CD16+CD56+","1349_1_DcMonNk_D04.fcs","NHLBI","1349","1",0.308499584372402,2969,"CD14-Lineage-",9624
"CD16-CD56-","1349_1_DcMonNk_D04.fcs","NHLBI","1349","1",0.444098088113051,4274,"CD14-Lineage-",9624
"CD16+CD56-","1349_1_DcMonNk_D04.fcs","NHLBI","1349","1",0.129052369077307,1242,"CD14-Lineage-",9624
"CD14+CD16+","1349_1_DcMonNk_D04.fcs","NHLBI","1349","1",0.0409647464869751,997,"CD14+Lineage-",24338
"HLADR+","1349_1_DcMonNk_D04.fcs","NHLBI","1349","1",0.224613944782405,960,"CD16-CD56-",4274
"CD11c+CD123+","1349_1_DcMonNk_D04.fcs","NHLBI","1349","1",0.0104166666666667,10,"HLADR+",960
"CD11c+CD123-","1349_1_DcMonNk_D04.fcs","NHLBI","1349","1",0.49375,474,"HLADR+",960
"CD11c-CD123+","1349_1_DcMonNk_D04.fcs","NHLBI","1349","1",0.4,384,"HLADR+",960
"CD11c-CD123-","1349_1_DcMonNk_D04.fcs","NHLBI","1349","1",0.0958333333333333,92,"HLADR+",960
"CD14-Lineage-","1349_1_DcMonNk_D04.fcs","NHLBI","1349","1",0.136869800184882,9624,"Live",70315
"CD14+Lineage-","1349_1_DcMonNk_D04.fcs","NHLBI","1349","1",0.346128137666216,24338,"Live",70315
"CD16+CD56+","1349_2_D5_D05.fcs","Yale","1349","2",0.204653770675638,730,"CD14-Lineage-",3567
"CD16-CD56+","1349_2_D5_D05.fcs","Yale","1349","2",0.254835996635828,909,"CD14-Lineage-",3567
"CD16-CD56-","1349_2_D5_D05.fcs","Yale","1349","2",0.447154471544715,1595,"CD14-Lineage-",3567
"CD16+CD56-","1349_2_D5_D05.fcs","Yale","1349","2",0.0933557611438183,333,"CD14-Lineage-",3567
"CD14+CD16+","1349_2_D5_D05.fcs","Yale","1349","2",0.0139960189101767,225,"CD14+Lineage-",16076
"HLADR+","1349_2_D5_D05.fcs","Yale","1349","2",0.601253918495298,959,"CD16-CD56-",1595
"CD11c-CD123-","1349_2_D5_D05.fcs","Yale","1349","2",0.13555787278415,130,"HLADR+",959
"CD11c+CD123-","1349_2_D5_D05.fcs","Yale","1349","2",0.388946819603754,373,"HLADR+",959
"CD11c+CD123+","1349_2_D5_D05.fcs","Yale","1349","2",0.0719499478623566,69,"HLADR+",959
"CD11c-CD123+","1349_2_D5_D05.fcs","Yale","1349","2",0.403545359749739,387,"HLADR+",959
"CD14+Lineage-","1349_2_D5_D05.fcs","Yale","1349","2",0.439403050347127,16076,"Live",36586
"CD14-Lineage-","1349_2_D5_D05.fcs","Yale","1349","2",0.0974963100639589,3567,"Live",36586
"CD16+CD56-","1349_2_DC,2f,MONO,2f,NK.fcs","Baylor","1349","2",0.0659686193126435,2098,"CD14-Lineage-",31803
"CD16+CD56+","1349_2_DC,2f,MONO,2f,NK.fcs","Baylor","1349","2",0.276168914882244,8783,"CD14-Lineage-",31803
"CD16-CD56+","1349_2_DC,2f,MONO,2f,NK.fcs","Baylor","1349","2",0.264346130868157,8407,"CD14-Lineage-",31803
"CD16-CD56-","1349_2_DC,2f,MONO,2f,NK.fcs","Baylor","1349","2",0.393516334936956,12515,"CD14-Lineage-",31803
"CD14+CD16+","1349_2_DC,2f,MONO,2f,NK.fcs","Baylor","1349","2",0.0273598049460118,1571,"CD14+Lineage-",57420
"HLADR+","1349_2_DC,2f,MONO,2f,NK.fcs","Baylor","1349","2",0.336556132640831,4212,"CD16-CD56-",12515
"CD11c+CD123-","1349_2_DC,2f,MONO,2f,NK.fcs","Baylor","1349","2",0.475783475783476,2004,"HLADR+",4212
"CD11c-CD123+","1349_2_DC,2f,MONO,2f,NK.fcs","Baylor","1349","2",0.198480531813865,836,"HLADR+",4212
"CD11c-CD123-","1349_2_DC,2f,MONO,2f,NK.fcs","Baylor","1349","2",0.12630579297246,532,"HLADR+",4212
"CD11c+CD123+","1349_2_DC,2f,MONO,2f,NK.fcs","Baylor","1349","2",0.199430199430199,840,"HLADR+",4212
"CD14-Lineage-","1349_2_DC,2f,MONO,2f,NK.fcs","Baylor","1349","2",0.132295315190895,31803,"Live",240394
"CD14+Lineage-","1349_2_DC,2f,MONO,2f,NK.fcs","Baylor","1349","2",0.23885787498856,57420,"Live",240394
"CD16-CD56+","1349_2_DcMonNk_D05.fcs","NHLBI","1349","2",0.118384947079577,1208,"CD14-Lineage-",10204
"CD16-CD56-","1349_2_DcMonNk_D05.fcs","NHLBI","1349","2",0.4734417875343,4831,"CD14-Lineage-",10204
"CD16+CD56+","1349_2_DcMonNk_D05.fcs","NHLBI","1349","2",0.337710701685614,3446,"CD14-Lineage-",10204
"CD16+CD56-","1349_2_DcMonNk_D05.fcs","NHLBI","1349","2",0.0704625637005096,719,"CD14-Lineage-",10204
"CD14+CD16+","1349_2_DcMonNk_D05.fcs","NHLBI","1349","2",0.0401839347114628,970,"CD14+Lineage-",24139
"HLADR+","1349_2_DcMonNk_D05.fcs","NHLBI","1349","2",0.195611674601532,945,"CD16-CD56-",4831
"CD11c+CD123+","1349_2_DcMonNk_D05.fcs","NHLBI","1349","2",0.0275132275132275,26,"HLADR+",945
"CD11c-CD123-","1349_2_DcMonNk_D05.fcs","NHLBI","1349","2",0.0962962962962963,91,"HLADR+",945
"CD11c-CD123+","1349_2_DcMonNk_D05.fcs","NHLBI","1349","2",0.444444444444444,420,"HLADR+",945
"CD11c+CD123-","1349_2_DcMonNk_D05.fcs","NHLBI","1349","2",0.431746031746032,408,"HLADR+",945
"CD14-Lineage-","1349_2_DcMonNk_D05.fcs","NHLBI","1349","2",0.14114782897376,10204,"Live",72293
"CD14+Lineage-","1349_2_DcMonNk_D05.fcs","NHLBI","1349","2",0.333905080713209,24139,"Live",72293
"CD16+CD56+","1349_3_D6_D06.fcs","Yale","1349","3",0.204551920341394,719,"CD14-Lineage-",3515
"CD16-CD56-","1349_3_D6_D06.fcs","Yale","1349","3",0.358179231863442,1259,"CD14-Lineage-",3515
"CD16+CD56-","1349_3_D6_D06.fcs","Yale","1349","3",0.07425320056899,261,"CD14-Lineage-",3515
"CD16-CD56+","1349_3_D6_D06.fcs","Yale","1349","3",0.363015647226174,1276,"CD14-Lineage-",3515
"CD14+CD16+","1349_3_D6_D06.fcs","Yale","1349","3",0.018686000448464,250,"CD14+Lineage-",13379
"HLADR+","1349_3_D6_D06.fcs","Yale","1349","3",0.598093725178713,753,"CD16-CD56-",1259
"CD11c+CD123+","1349_3_D6_D06.fcs","Yale","1349","3",0.0571049136786189,43,"HLADR+",753
"CD11c-CD123-","1349_3_D6_D06.fcs","Yale","1349","3",0.142098273572377,107,"HLADR+",753
"CD11c-CD123+","1349_3_D6_D06.fcs","Yale","1349","3",0.431606905710491,325,"HLADR+",753
"CD11c+CD123-","1349_3_D6_D06.fcs","Yale","1349","3",0.369189907038513,278,"HLADR+",753
"CD14-Lineage-","1349_3_D6_D06.fcs","Yale","1349","3",0.0930805285597013,3515,"Live",37763
"CD14+Lineage-","1349_3_D6_D06.fcs","Yale","1349","3",0.354288589359955,13379,"Live",37763
