"Population","Filename","Center","Sample","Replicate","Proportion","Count","Parent","Count_Parent"
"CCR4+CD45RO-","12828_1_B1_B01.fcs","Yale","12828","1",0.0592686002522068,47,"CD25+CD127-",793
"CCR4-CD45RO-","12828_1_B1_B01.fcs","Yale","12828","1",0.368221941992434,292,"CD25+CD127-",793
"CD4","12828_1_B1_B01.fcs","Yale","12828","1",0.449269267164336,8546,"CD3",19022
"CD25+CD127-","12828_1_B1_B01.fcs","Yale","12828","1",0.0927919494500351,793,"CD4",8546
"Naive","12828_1_B1_B01.fcs","Yale","12828","1",0.00549964895857711,47,"CD4",8546
"Memory","12828_1_B1_B01.fcs","Yale","12828","1",0.0464544816288322,397,"CD4",8546
"Total","12828_1_B1_B01.fcs","Yale","12828","1",0.0519541305874093,444,"CD4",8546
"Activated","12828_1_B1_B01.fcs","Yale","12828","1",0.0132225602621109,113,"CD4",8546
"CD3","12828_1_B1_B01.fcs","Yale","12828","1",0.624224723525744,19022,"Live",30473
"Lymphocytes","12828_1_B1_B01.fcs","Yale","12828","1",1,31032,"nonDebris",31032
"CCR4-CD45RO+","12828_1_T REG.fcs","Baylor","12828","1",0.0918903957929698,332,"CD25+CD127-",3613
"CCR4+HLADR-","12828_1_T REG.fcs","Baylor","12828","1",0.407694436756158,1473,"CD25+CD127-",3613
"CCR4+CD45RO-","12828_1_T REG.fcs","Baylor","12828","1",0.0489897592028785,177,"CD25+CD127-",3613
"CCR4-CD45RO-","12828_1_T REG.fcs","Baylor","12828","1",0.378079158593966,1366,"CD25+CD127-",3613
"CCR4+HLADR+","12828_1_T REG.fcs","Baylor","12828","1",0.122336008856906,442,"CD25+CD127-",3613
"CCR4-HLADR-","12828_1_T REG.fcs","Baylor","12828","1",0.466924993080542,1687,"CD25+CD127-",3613
"CCR4-HLADR+","12828_1_T REG.fcs","Baylor","12828","1",0.00304456130639358,11,"CD25+CD127-",3613
"CCR4+CD45RO+","12828_1_T REG.fcs","Baylor","12828","1",0.481040686410185,1738,"CD25+CD127-",3613
"CD4","12828_1_T REG.fcs","Baylor","12828","1",0.47055706716311,32859,"CD3",69830
"Memory","12828_1_T REG.fcs","Baylor","12828","1",0.0528926625886363,1738,"CD4",32859
"Total","12828_1_T REG.fcs","Baylor","12828","1",0.058279314647433,1915,"CD4",32859
"Activated","12828_1_T REG.fcs","Baylor","12828","1",0.0134514136157522,442,"CD4",32859
"Naive","12828_1_T REG.fcs","Baylor","12828","1",0.00538665205879668,177,"CD4",32859
"CD25+CD127-","12828_1_T REG.fcs","Baylor","12828","1",0.109954654736906,3613,"CD4",32859
"CD3","12828_1_T REG.fcs","Baylor","12828","1",0.690306253583503,69830,"Live",101158
"Lymphocytes","12828_1_T REG.fcs","Baylor","12828","1",1,108255,"nonDebris",108255
"CCR4+CD45RO-","12828_1_Treg_B01.fcs","NHLBI","12828","1",0.125432098765432,254,"CD25+CD127-",2025
"CCR4-HLADR-","12828_1_Treg_B01.fcs","NHLBI","12828","1",0.379753086419753,769,"CD25+CD127-",2025
"CCR4+CD45RO+","12828_1_Treg_B01.fcs","NHLBI","12828","1",0.483950617283951,980,"CD25+CD127-",2025
"CCR4+HLADR+","12828_1_Treg_B01.fcs","NHLBI","12828","1",0.233086419753086,472,"CD25+CD127-",2025
"CCR4-CD45RO-","12828_1_Treg_B01.fcs","NHLBI","12828","1",0.358024691358025,725,"CD25+CD127-",2025
"CCR4-HLADR+","12828_1_Treg_B01.fcs","NHLBI","12828","1",0.0108641975308642,22,"CD25+CD127-",2025
"CCR4-CD45RO+","12828_1_Treg_B01.fcs","NHLBI","12828","1",0.0325925925925926,66,"CD25+CD127-",2025
"CCR4+HLADR-","12828_1_Treg_B01.fcs","NHLBI","12828","1",0.376296296296296,762,"CD25+CD127-",2025
"CD4","12828_1_Treg_B01.fcs","NHLBI","12828","1",0.455212086731146,14402,"CD3",31638
"Naive","12828_1_Treg_B01.fcs","NHLBI","12828","1",0.017636439383419,254,"CD4",14402
"Total","12828_1_Treg_B01.fcs","NHLBI","12828","1",0.0856825440910985,1234,"CD4",14402
"Activated","12828_1_Treg_B01.fcs","NHLBI","12828","1",0.0327732259408415,472,"CD4",14402
"Memory","12828_1_Treg_B01.fcs","NHLBI","12828","1",0.0680461047076795,980,"CD4",14402
"CD25+CD127-","12828_1_Treg_B01.fcs","NHLBI","12828","1",0.140605471462297,2025,"CD4",14402
"CD3","12828_1_Treg_B01.fcs","NHLBI","12828","1",0.627576220419336,31638,"Live",50413
"Lymphocytes","12828_1_Treg_B01.fcs","NHLBI","12828","1",1,51561,"nonDebris",51561
"CCR4+HLADR+","12828_2_B2_B02.fcs","Yale","12828","2",0.146153846153846,133,"CD25+CD127-",910
"CCR4-CD45RO+","12828_2_B2_B02.fcs","Yale","12828","2",0.1,91,"CD25+CD127-",910
"CCR4+CD45RO+","12828_2_B2_B02.fcs","Yale","12828","2",0.530769230769231,483,"CD25+CD127-",910
"CCR4+CD45RO-","12828_2_B2_B02.fcs","Yale","12828","2",0.0450549450549451,41,"CD25+CD127-",910
"CCR4-HLADR-","12828_2_B2_B02.fcs","Yale","12828","2",0.41978021978022,382,"CD25+CD127-",910
"CCR4-HLADR+","12828_2_B2_B02.fcs","Yale","12828","2",0.0043956043956044,4,"CD25+CD127-",910
"CCR4+HLADR-","12828_2_B2_B02.fcs","Yale","12828","2",0.42967032967033,391,"CD25+CD127-",910
"CCR4-CD45RO-","12828_2_B2_B02.fcs","Yale","12828","2",0.324175824175824,295,"CD25+CD127-",910
"CD4","12828_2_B2_B02.fcs","Yale","12828","2",0.457701460501143,9809,"CD3",21431
"Total","12828_2_B2_B02.fcs","Yale","12828","2",0.0534203282699562,524,"CD4",9809
"Naive","12828_2_B2_B02.fcs","Yale","12828","2",0.00417983484555001,41,"CD4",9809
"CD25+CD127-","12828_2_B2_B02.fcs","Yale","12828","2",0.0927719441329391,910,"CD4",9809
"Activated","12828_2_B2_B02.fcs","Yale","12828","2",0.0135589764501988,133,"CD4",9809
"Memory","12828_2_B2_B02.fcs","Yale","12828","2",0.0492404934244062,483,"CD4",9809
"CD3","12828_2_B2_B02.fcs","Yale","12828","2",0.621927508053049,21431,"Live",34459
"Lymphocytes","12828_2_B2_B02.fcs","Yale","12828","2",1,35063,"nonDebris",35063
"CCR4+HLADR+","12828_2_T REG.fcs","Baylor","12828","2",0.11166253101737,405,"CD25+CD127-",3627
"CCR4+CD45RO+","12828_2_T REG.fcs","Baylor","12828","2",0.500689274882823,1816,"CD25+CD127-",3627
"CCR4+CD45RO-","12828_2_T REG.fcs","Baylor","12828","2",0.0408050730631376,148,"CD25+CD127-",3627
"CCR4-CD45RO+","12828_2_T REG.fcs","Baylor","12828","2",0.113592500689275,412,"CD25+CD127-",3627
"CCR4-HLADR+","12828_2_T REG.fcs","Baylor","12828","2",0.00192996967190516,7,"CD25+CD127-",3627
"CCR4-HLADR-","12828_2_T REG.fcs","Baylor","12828","2",0.456575682382134,1656,"CD25+CD127-",3627
"CCR4-CD45RO-","12828_2_T REG.fcs","Baylor","12828","2",0.344913151364764,1251,"CD25+CD127-",3627
"CCR4+HLADR-","12828_2_T REG.fcs","Baylor","12828","2",0.429831816928591,1559,"CD25+CD127-",3627
"CD4","12828_2_T REG.fcs","Baylor","12828","2",0.475726458378851,32661,"CD3",68655
"Total","12828_2_T REG.fcs","Baylor","12828","2",0.060132880193503,1964,"CD4",32661
"Activated","12828_2_T REG.fcs","Baylor","12828","2",0.012400110223202,405,"CD4",32661
"Memory","12828_2_T REG.fcs","Baylor","12828","2",0.0556014818897156,1816,"CD4",32661
"Naive","12828_2_T REG.fcs","Baylor","12828","2",0.00453139830378739,148,"CD4",32661
"CD25+CD127-","12828_2_T REG.fcs","Baylor","12828","2",0.111049875998898,3627,"CD4",32661
"CD3","12828_2_T REG.fcs","Baylor","12828","2",0.703079396614405,68655,"Live",97649
"Lymphocytes","12828_2_T REG.fcs","Baylor","12828","2",1,104878,"nonDebris",104878
"CCR4+CD45RO+","12828_2_Treg_B02.fcs","NHLBI","12828","2",0.56479217603912,1848,"CD25+CD127-",3272
"CCR4-HLADR-","12828_2_Treg_B02.fcs","NHLBI","12828","2",0.340464547677262,1114,"CD25+CD127-",3272
"CCR4+HLADR+","12828_2_Treg_B02.fcs","NHLBI","12828","2",0.265281173594132,868,"CD25+CD127-",3272
"CCR4+CD45RO-","12828_2_Treg_B02.fcs","NHLBI","12828","2",0.0916870415647922,300,"CD25+CD127-",3272
"CCR4-CD45RO+","12828_2_Treg_B02.fcs","NHLBI","12828","2",0.0363691931540342,119,"CD25+CD127-",3272
"CCR4-CD45RO-","12828_2_Treg_B02.fcs","NHLBI","12828","2",0.307151589242054,1005,"CD25+CD127-",3272
"CCR4+HLADR-","12828_2_Treg_B02.fcs","NHLBI","12828","2",0.39119804400978,1280,"CD25+CD127-",3272
"CCR4-HLADR+","12828_2_Treg_B02.fcs","NHLBI","12828","2",0.00305623471882641,10,"CD25+CD127-",3272
"CD4","12828_2_Treg_B02.fcs","NHLBI","12828","2",0.457982484106296,24421,"CD3",53323
"Naive","12828_2_Treg_B02.fcs","NHLBI","12828","2",0.0122845092338561,300,"CD4",24421
"Total","12828_2_Treg_B02.fcs","NHLBI","12828","2",0.0879570861144097,2148,"CD4",24421
"CD25+CD127-","12828_2_Treg_B02.fcs","NHLBI","12828","2",0.133983047377257,3272,"CD4",24421
"Activated","12828_2_Treg_B02.fcs","NHLBI","12828","2",0.035543180049957,868,"CD4",24421
"Memory","12828_2_Treg_B02.fcs","NHLBI","12828","2",0.0756725768805536,1848,"CD4",24421
"CD3","12828_2_Treg_B02.fcs","NHLBI","12828","2",0.633688663885819,53323,"Live",84147
"Lymphocytes","12828_2_Treg_B02.fcs","NHLBI","12828","2",1,85701,"nonDebris",85701
"CCR4-HLADR-","12828_3_B3_B03.fcs","Yale","12828","3",0.47037484885127,389,"CD25+CD127-",827
"CCR4+HLADR+","12828_3_B3_B03.fcs","Yale","12828","3",0.140266021765417,116,"CD25+CD127-",827
"CCR4+CD45RO-","12828_3_B3_B03.fcs","Yale","12828","3",0.0483675937122128,40,"CD25+CD127-",827
"CCR4+CD45RO+","12828_3_B3_B03.fcs","Yale","12828","3",0.478839177750907,396,"CD25+CD127-",827
"CCR4-HLADR+","12828_3_B3_B03.fcs","Yale","12828","3",0.00241837968561064,2,"CD25+CD127-",827
"CCR4+HLADR-","12828_3_B3_B03.fcs","Yale","12828","3",0.386940749697703,320,"CD25+CD127-",827
"CCR4-CD45RO-","12828_3_B3_B03.fcs","Yale","12828","3",0.379685610640871,314,"CD25+CD127-",827
"CCR4-CD45RO+","12828_3_B3_B03.fcs","Yale","12828","3",0.0931076178960097,77,"CD25+CD127-",827
"CD4","12828_3_B3_B03.fcs","Yale","12828","3",0.460199628830817,9175,"CD3",19937
"Naive","12828_3_B3_B03.fcs","Yale","12828","3",0.00435967302452316,40,"CD4",9175
"CD25+CD127-","12828_3_B3_B03.fcs","Yale","12828","3",0.0901362397820163,827,"CD4",9175
"Activated","12828_3_B3_B03.fcs","Yale","12828","3",0.0126430517711172,116,"CD4",9175
"Memory","12828_3_B3_B03.fcs","Yale","12828","3",0.0431607629427793,396,"CD4",9175
"Total","12828_3_B3_B03.fcs","Yale","12828","3",0.0475204359673025,436,"CD4",9175
"CD3","12828_3_B3_B03.fcs","Yale","12828","3",0.621574434918161,19937,"Live",32075
"Lymphocytes","12828_3_B3_B03.fcs","Yale","12828","3",1,32757,"nonDebris",32757
"CCR4-CD45RO-","12828_3_T REG.fcs","Baylor","12828","3",0.354302969300453,1408,"CD25+CD127-",3974
"CCR4-HLADR-","12828_3_T REG.fcs","Baylor","12828","3",0.466280825364872,1853,"CD25+CD127-",3974
"CCR4-HLADR+","12828_3_T REG.fcs","Baylor","12828","3",0.00452944136889784,18,"CD25+CD127-",3974
"CCR4+HLADR+","12828_3_T REG.fcs","Baylor","12828","3",0.136638147961751,543,"CD25+CD127-",3974
"CCR4+HLADR-","12828_3_T REG.fcs","Baylor","12828","3",0.392551585304479,1560,"CD25+CD127-",3974
"CCR4+CD45RO+","12828_3_T REG.fcs","Baylor","12828","3",0.484146955208858,1924,"CD25+CD127-",3974
"CCR4+CD45RO-","12828_3_T REG.fcs","Baylor","12828","3",0.0450427780573729,179,"CD25+CD127-",3974
"CCR4-CD45RO+","12828_3_T REG.fcs","Baylor","12828","3",0.116507297433317,463,"CD25+CD127-",3974
"CD4","12828_3_T REG.fcs","Baylor","12828","3",0.472272233751598,34363,"CD3",72761
"Naive","12828_3_T REG.fcs","Baylor","12828","3",0.00520909117364607,179,"CD4",34363
"CD25+CD127-","12828_3_T REG.fcs","Baylor","12828","3",0.115647644268545,3974,"CD4",34363
"Memory","12828_3_T REG.fcs","Baylor","12828","3",0.055990454849693,1924,"CD4",34363
"Total","12828_3_T REG.fcs","Baylor","12828","3",0.0611995460233391,2103,"CD4",34363
"Activated","12828_3_T REG.fcs","Baylor","12828","3",0.0158018799289934,543,"CD4",34363
"CD3","12828_3_T REG.fcs","Baylor","12828","3",0.693311862178052,72761,"Live",104947
"Lymphocytes","12828_3_T REG.fcs","Baylor","12828","3",1,113355,"nonDebris",113355
"CCR4+HLADR+","12828_3_Treg_B03.fcs","NHLBI","12828","3",0.270839886756842,861,"CD25+CD127-",3179
"CCR4-HLADR-","12828_3_Treg_B03.fcs","NHLBI","12828","3",0.354199433784209,1126,"CD25+CD127-",3179
"CCR4+CD45RO-","12828_3_Treg_B03.fcs","NHLBI","12828","3",0.0843032400125826,268,"CD25+CD127-",3179
"CCR4-HLADR+","12828_3_Treg_B03.fcs","NHLBI","12828","3",0.00597672223969802,19,"CD25+CD127-",3179
"CCR4-CD45RO-","12828_3_Treg_B03.fcs","NHLBI","12828","3",0.319282793331236,1015,"CD25+CD127-",3179
"CCR4+CD45RO+","12828_3_Treg_B03.fcs","NHLBI","12828","3",0.555520603963511,1766,"CD25+CD127-",3179
"CCR4-CD45RO+","12828_3_Treg_B03.fcs","NHLBI","12828","3",0.0408933626926707,130,"CD25+CD127-",3179
"CCR4+HLADR-","12828_3_Treg_B03.fcs","NHLBI","12828","3",0.368983957219251,1173,"CD25+CD127-",3179
"CD4","12828_3_Treg_B03.fcs","NHLBI","12828","3",0.45330033310382,24359,"CD3",53737
"Total","12828_3_Treg_B03.fcs","NHLBI","12828","3",0.0835009647358266,2034,"CD4",24359
"Memory","12828_3_Treg_B03.fcs","NHLBI","12828","3",0.0724988710538199,1766,"CD4",24359
"Activated","12828_3_Treg_B03.fcs","NHLBI","12828","3",0.0353462785828646,861,"CD4",24359
"Naive","12828_3_Treg_B03.fcs","NHLBI","12828","3",0.0110020936820067,268,"CD4",24359
"CD25+CD127-","12828_3_Treg_B03.fcs","NHLBI","12828","3",0.130506178414549,3179,"CD4",24359
"CD3","12828_3_Treg_B03.fcs","NHLBI","12828","3",0.627783359424286,53737,"Live",85598
"Lymphocytes","12828_3_Treg_B03.fcs","NHLBI","12828","3",1,87272,"nonDebris",87272
"CCR4+HLADR+","1349_1_B4_B04.fcs","Yale","1349","1",0.218137254901961,89,"CD25+CD127-",408
"CCR4-CD45RO-","1349_1_B4_B04.fcs","Yale","1349","1",0.169117647058824,69,"CD25+CD127-",408
"CCR4-CD45RO+","1349_1_B4_B04.fcs","Yale","1349","1",0.213235294117647,87,"CD25+CD127-",408
"CCR4+CD45RO-","1349_1_B4_B04.fcs","Yale","1349","1",0.0196078431372549,8,"CD25+CD127-",408
"CCR4+HLADR-","1349_1_B4_B04.fcs","Yale","1349","1",0.399509803921569,163,"CD25+CD127-",408
"CCR4+CD45RO+","1349_1_B4_B04.fcs","Yale","1349","1",0.598039215686274,244,"CD25+CD127-",408
"CCR4-HLADR+","1349_1_B4_B04.fcs","Yale","1349","1",0.0147058823529412,6,"CD25+CD127-",408
"CCR4-HLADR-","1349_1_B4_B04.fcs","Yale","1349","1",0.367647058823529,150,"CD25+CD127-",408
"CD4","1349_1_B4_B04.fcs","Yale","1349","1",0.530406390297942,9097,"CD3",17151
"Memory","1349_1_B4_B04.fcs","Yale","1349","1",0.0268220292404089,244,"CD4",9097
"Naive","1349_1_B4_B04.fcs","Yale","1349","1",0.000879410794767506,8,"CD4",9097
"Total","1349_1_B4_B04.fcs","Yale","1349","1",0.0277014400351764,252,"CD4",9097
"Activated","1349_1_B4_B04.fcs","Yale","1349","1",0.0097834450917885,89,"CD4",9097
"CD25+CD127-","1349_1_B4_B04.fcs","Yale","1349","1",0.0448499505331428,408,"CD4",9097
"CD3","1349_1_B4_B04.fcs","Yale","1349","1",0.724924975696352,17151,"Live",23659
"Lymphocytes","1349_1_B4_B04.fcs","Yale","1349","1",1,23999,"nonDebris",23999
"CCR4-CD45RO+","1349_1_T REG.fcs","Baylor","1349","1",0.164210526315789,312,"CD25+CD127-",1900
"CCR4-CD45RO-","1349_1_T REG.fcs","Baylor","1349","1",0.23,437,"CD25+CD127-",1900
"CCR4+HLADR-","1349_1_T REG.fcs","Baylor","1349","1",0.442631578947368,841,"CD25+CD127-",1900
"CCR4+CD45RO+","1349_1_T REG.fcs","Baylor","1349","1",0.583157894736842,1108,"CD25+CD127-",1900
"CCR4+HLADR+","1349_1_T REG.fcs","Baylor","1349","1",0.163157894736842,310,"CD25+CD127-",1900
"CCR4-HLADR-","1349_1_T REG.fcs","Baylor","1349","1",0.390526315789474,742,"CD25+CD127-",1900
"CCR4-HLADR+","1349_1_T REG.fcs","Baylor","1349","1",0.00368421052631579,7,"CD25+CD127-",1900
"CCR4+CD45RO-","1349_1_T REG.fcs","Baylor","1349","1",0.0226315789473684,43,"CD25+CD127-",1900
"CD4","1349_1_T REG.fcs","Baylor","1349","1",0.527452836567719,31202,"CD3",59156
"Naive","1349_1_T REG.fcs","Baylor","1349","1",0.00137811678738542,43,"CD4",31202
"Memory","1349_1_T REG.fcs","Baylor","1349","1",0.0355105441958849,1108,"CD4",31202
"Activated","1349_1_T REG.fcs","Baylor","1349","1",0.0099352605602205,310,"CD4",31202
"Total","1349_1_T REG.fcs","Baylor","1349","1",0.0368886609832703,1151,"CD4",31202
"CD25+CD127-","1349_1_T REG.fcs","Baylor","1349","1",0.0608935324658676,1900,"CD4",31202
"CD3","1349_1_T REG.fcs","Baylor","1349","1",0.744007043139228,59156,"Live",79510
"Lymphocytes","1349_1_T REG.fcs","Baylor","1349","1",1,84837,"nonDebris",84837
"CCR4+HLADR-","1349_1_Treg_B04.fcs","NHLBI","1349","1",0.343459915611814,814,"CD25+CD127-",2370
"CCR4-CD45RO-","1349_1_Treg_B04.fcs","NHLBI","1349","1",0.153164556962025,363,"CD25+CD127-",2370
"CCR4-HLADR-","1349_1_Treg_B04.fcs","NHLBI","1349","1",0.262447257383966,622,"CD25+CD127-",2370
"CCR4+CD45RO-","1349_1_Treg_B04.fcs","NHLBI","1349","1",0.0270042194092827,64,"CD25+CD127-",2370
"CCR4-CD45RO+","1349_1_Treg_B04.fcs","NHLBI","1349","1",0.127426160337553,302,"CD25+CD127-",2370
"CCR4+CD45RO+","1349_1_Treg_B04.fcs","NHLBI","1349","1",0.692405063291139,1641,"CD25+CD127-",2370
"CCR4+HLADR+","1349_1_Treg_B04.fcs","NHLBI","1349","1",0.375949367088608,891,"CD25+CD127-",2370
"CCR4-HLADR+","1349_1_Treg_B04.fcs","NHLBI","1349","1",0.0181434599156118,43,"CD25+CD127-",2370
"CD4","1349_1_Treg_B04.fcs","NHLBI","1349","1",0.515597117364447,30049,"CD3",58280
"CD25+CD127-","1349_1_Treg_B04.fcs","NHLBI","1349","1",0.0788711770774402,2370,"CD4",30049
"Memory","1349_1_Treg_B04.fcs","NHLBI","1349","1",0.0546108023561516,1641,"CD4",30049
"Activated","1349_1_Treg_B04.fcs","NHLBI","1349","1",0.0296515691037971,891,"CD4",30049
"Naive","1349_1_Treg_B04.fcs","NHLBI","1349","1",0.00212985457086758,64,"CD4",30049
"Total","1349_1_Treg_B04.fcs","NHLBI","1349","1",0.0567406569270192,1705,"CD4",30049
"CD3","1349_1_Treg_B04.fcs","NHLBI","1349","1",0.689027345920575,58280,"Live",84583
"Lymphocytes","1349_1_Treg_B04.fcs","NHLBI","1349","1",1,87787,"nonDebris",87787
"CCR4-HLADR-","1349_2_B5_B05.fcs","Yale","1349","2",0.318032786885246,97,"CD25+CD127-",305
"CCR4+HLADR-","1349_2_B5_B05.fcs","Yale","1349","2",0.442622950819672,135,"CD25+CD127-",305
"CCR4-CD45RO+","1349_2_B5_B05.fcs","Yale","1349","2",0.157377049180328,48,"CD25+CD127-",305
"CCR4+CD45RO-","1349_2_B5_B05.fcs","Yale","1349","2",0.0262295081967213,8,"CD25+CD127-",305
"CCR4+HLADR+","1349_2_B5_B05.fcs","Yale","1349","2",0.229508196721311,70,"CD25+CD127-",305
"CCR4-CD45RO-","1349_2_B5_B05.fcs","Yale","1349","2",0.170491803278689,52,"CD25+CD127-",305
"CCR4+CD45RO+","1349_2_B5_B05.fcs","Yale","1349","2",0.645901639344262,197,"CD25+CD127-",305
"CCR4-HLADR+","1349_2_B5_B05.fcs","Yale","1349","2",0.00983606557377049,3,"CD25+CD127-",305
"CD4","1349_2_B5_B05.fcs","Yale","1349","2",0.530997788007413,8882,"CD3",16727
"Naive","1349_2_B5_B05.fcs","Yale","1349","2",0.000900698040981761,8,"CD4",8882
"CD25+CD127-","1349_2_B5_B05.fcs","Yale","1349","2",0.0343391128124296,305,"CD4",8882
"Memory","1349_2_B5_B05.fcs","Yale","1349","2",0.0221796892591759,197,"CD4",8882
"Total","1349_2_B5_B05.fcs","Yale","1349","2",0.0230803873001576,205,"CD4",8882
"Activated","1349_2_B5_B05.fcs","Yale","1349","2",0.00788110785859041,70,"CD4",8882
