"Population","Filename","Center","Sample","Replicate","Proportion","Count","Parent","Count_Parent"
"HLADR+","1228-2_D2_D02.fcs","Stanford","12828","2",0.811167026120297,3385,"CD16-CD56-",4173
"CD11c+CD123+","1228-2_D2_D02.fcs","Stanford","12828","2",0.272378138847858,922,"HLADR+",3385
"CD11c-CD123-","1228-2_D2_D02.fcs","Stanford","12828","2",0.0821270310192024,278,"HLADR+",3385
"CD11c+CD123-","1228-2_D2_D02.fcs","Stanford","12828","2",0.557163958641063,1886,"HLADR+",3385
"CD11c-CD123+","1228-2_D2_D02.fcs","Stanford","12828","2",0.0883308714918759,299,"HLADR+",3385
"CD14-Lineage-","1228-2_D2_D02.fcs","Stanford","12828","2",0.119824047805879,15881,"Live",132536
"Monocytes","1228-2_D2_D02.fcs","Stanford","12828","2",0.99973064577675,133617,"root",133653
"CD16-CD56+","1228-3_D3_D03.fcs","Stanford","12828","3",0.313030210558438,5129,"CD14-Lineage-",16385
"CD16-CD56-","1228-3_D3_D03.fcs","Stanford","12828","3",0.272627403112603,4467,"CD14-Lineage-",16385
"CD16+CD56+","1228-3_D3_D03.fcs","Stanford","12828","3",0.333475740006103,5464,"CD14-Lineage-",16385
"CD16+CD56-","1228-3_D3_D03.fcs","Stanford","12828","3",0.0808666463228563,1325,"CD14-Lineage-",16385
"CD14+CD16+","1228-3_D3_D03.fcs","Stanford","12828","3",0.00653691143222255,266,"CD14+Lineage-",40692
"HLADR+","1228-3_D3_D03.fcs","Stanford","12828","3",0.810387284531005,3620,"CD16-CD56-",4467
"CD11c-CD123-","1228-3_D3_D03.fcs","Stanford","12828","3",0.0784530386740332,284,"HLADR+",3620
"CD11c-CD123+","1228-3_D3_D03.fcs","Stanford","12828","3",0.0886740331491713,321,"HLADR+",3620
"CD11c+CD123+","1228-3_D3_D03.fcs","Stanford","12828","3",0.279005524861878,1010,"HLADR+",3620
"CD11c+CD123-","1228-3_D3_D03.fcs","Stanford","12828","3",0.553867403314917,2005,"HLADR+",3620
"CD14-Lineage-","1228-3_D3_D03.fcs","Stanford","12828","3",0.121331723969402,16385,"Live",135043
"Monocytes","1228-3_D3_D03.fcs","Stanford","12828","3",0.999676760553033,136078,"root",136122
"CD16+CD56+","12828_1_D1_D01.fcs","Yale","12828","1",0.336703741152679,1998,"CD14-Lineage-",5934
"CD16-CD56-","12828_1_D1_D01.fcs","Yale","12828","1",0.331311088641726,1966,"CD14-Lineage-",5934
"CD16-CD56+","12828_1_D1_D01.fcs","Yale","12828","1",0.211830131445905,1257,"CD14-Lineage-",5934
"CD16+CD56-","12828_1_D1_D01.fcs","Yale","12828","1",0.12015503875969,713,"CD14-Lineage-",5934
"CD14+CD16+","12828_1_D1_D01.fcs","Yale","12828","1",0.00977482981323093,224,"CD14+Lineage-",22916
"HLADR+","12828_1_D1_D01.fcs","Yale","12828","1",0.250762970498474,493,"CD16-CD56-",1966
"CD11c-CD123-","12828_1_D1_D01.fcs","Yale","12828","1",0.156186612576065,77,"HLADR+",493
"CD11c-CD123+","12828_1_D1_D01.fcs","Yale","12828","1",0.425963488843813,210,"HLADR+",493
"CD11c+CD123-","12828_1_D1_D01.fcs","Yale","12828","1",0.397565922920892,196,"HLADR+",493
"CD11c+CD123+","12828_1_D1_D01.fcs","Yale","12828","1",0.0202839756592292,10,"HLADR+",493
"CD14-Lineage-","12828_1_D1_D01.fcs","Yale","12828","1",0.0928682097751068,5934,"Live",63897
"Monocytes","12828_1_D1_D01.fcs","Yale","12828","1",0.998439888920091,63998,"root",64098
"CD16+CD56+","12828_1_DC,2f,MONO,2f,NK.fcs","Baylor","12828","1",0.442696775877823,6783,"CD14-Lineage-",15322
"CD16-CD56-","12828_1_DC,2f,MONO,2f,NK.fcs","Baylor","12828","1",0.28246965148153,4328,"CD14-Lineage-",15322
"CD16+CD56-","12828_1_DC,2f,MONO,2f,NK.fcs","Baylor","12828","1",0.0490144889701083,751,"CD14-Lineage-",15322
"CD16-CD56+","12828_1_DC,2f,MONO,2f,NK.fcs","Baylor","12828","1",0.225819083670539,3460,"CD14-Lineage-",15322
"CD14+CD16+","12828_1_DC,2f,MONO,2f,NK.fcs","Baylor","12828","1",0.0134260835725057,552,"CD14+Lineage-",41114
"HLADR+","12828_1_DC,2f,MONO,2f,NK.fcs","Baylor","12828","1",0.845425138632163,3659,"CD16-CD56-",4328
"CD11c+CD123-","12828_1_DC,2f,MONO,2f,NK.fcs","Baylor","12828","1",0.490571194315387,1795,"HLADR+",3659
"CD11c-CD123-","12828_1_DC,2f,MONO,2f,NK.fcs","Baylor","12828","1",0.0718775621754578,263,"HLADR+",3659
"CD11c-CD123+","12828_1_DC,2f,MONO,2f,NK.fcs","Baylor","12828","1",0.0481005739273025,176,"HLADR+",3659
"CD11c+CD123+","12828_1_DC,2f,MONO,2f,NK.fcs","Baylor","12828","1",0.389450669581853,1425,"HLADR+",3659
"CD14-Lineage-","12828_1_DC,2f,MONO,2f,NK.fcs","Baylor","12828","1",0.0843936239355784,15322,"Live",181554
"Monocytes","12828_1_DC,2f,MONO,2f,NK.fcs","Baylor","12828","1",0.996005152537951,183252,"root",183987
"CD16+CD56+","12828_1_DcMonNk_D01.fcs","NHLBI","12828","1",0.514406088611036,3785,"CD14-Lineage-",7358
"CD16-CD56+","12828_1_DcMonNk_D01.fcs","NHLBI","12828","1",0.0929600434900788,684,"CD14-Lineage-",7358
"CD16-CD56-","12828_1_DcMonNk_D01.fcs","NHLBI","12828","1",0.358385430823593,2637,"CD14-Lineage-",7358
"CD16+CD56-","12828_1_DcMonNk_D01.fcs","NHLBI","12828","1",0.0342484370752922,252,"CD14-Lineage-",7358
"CD14+CD16+","12828_1_DcMonNk_D01.fcs","NHLBI","12828","1",0.0201623461639173,385,"CD14+Lineage-",19095
"HLADR+","12828_1_DcMonNk_D01.fcs","NHLBI","12828","1",0.361395525218051,953,"CD16-CD56-",2637
"CD11c-CD123+","12828_1_DcMonNk_D01.fcs","NHLBI","12828","1",0.217208814270724,207,"HLADR+",953
"CD11c+CD123-","12828_1_DcMonNk_D01.fcs","NHLBI","12828","1",0.458551941238195,437,"HLADR+",953
"CD11c+CD123+","12828_1_DcMonNk_D01.fcs","NHLBI","12828","1",0.00524658971668416,5,"HLADR+",953
"CD11c-CD123-","12828_1_DcMonNk_D01.fcs","NHLBI","12828","1",0.318992654774397,304,"HLADR+",953
"CD14-Lineage-","12828_1_DcMonNk_D01.fcs","NHLBI","12828","1",0.123616081178704,7358,"Live",59523
"Monocytes","12828_1_DcMonNk_D01.fcs","NHLBI","12828","1",0.999635278514589,60298,"root",60320
"CD16-CD56-","12828_2_D2_D02.fcs","Yale","12828","2",0.399835661462613,2433,"CD14-Lineage-",6085
"CD16+CD56+","12828_2_D2_D02.fcs","Yale","12828","2",0.269022185702547,1637,"CD14-Lineage-",6085
"CD16-CD56+","12828_2_D2_D02.fcs","Yale","12828","2",0.268036154478225,1631,"CD14-Lineage-",6085
"CD16+CD56-","12828_2_D2_D02.fcs","Yale","12828","2",0.0631059983566146,384,"CD14-Lineage-",6085
"CD14+CD16+","12828_2_D2_D02.fcs","Yale","12828","2",0.00560756777842793,115,"CD14+Lineage-",20508
"HLADR+","12828_2_D2_D02.fcs","Yale","12828","2",0.326346074804768,794,"CD16-CD56-",2433
"CD11c-CD123+","12828_2_D2_D02.fcs","Yale","12828","2",0.416876574307305,331,"HLADR+",794
"CD11c+CD123+","12828_2_D2_D02.fcs","Yale","12828","2",0.0503778337531486,40,"HLADR+",794
"CD11c+CD123-","12828_2_D2_D02.fcs","Yale","12828","2",0.403022670025189,320,"HLADR+",794
"CD11c-CD123-","12828_2_D2_D02.fcs","Yale","12828","2",0.129722921914358,103,"HLADR+",794
"CD14-Lineage-","12828_2_D2_D02.fcs","Yale","12828","2",0.101567324865217,6085,"Live",59911
"Monocytes","12828_2_D2_D02.fcs","Yale","12828","2",0.998537379915567,60078,"root",60166
"CD16-CD56-","12828_2_DC,2f,MONO,2f,NK.fcs","Baylor","12828","2",0.276152601779455,4097,"CD14-Lineage-",14836
"CD16+CD56+","12828_2_DC,2f,MONO,2f,NK.fcs","Baylor","12828","2",0.43994338096522,6527,"CD14-Lineage-",14836
"CD16-CD56+","12828_2_DC,2f,MONO,2f,NK.fcs","Baylor","12828","2",0.224925856025883,3337,"CD14-Lineage-",14836
"CD16+CD56-","12828_2_DC,2f,MONO,2f,NK.fcs","Baylor","12828","2",0.0589781612294419,875,"CD14-Lineage-",14836
"CD14+CD16+","12828_2_DC,2f,MONO,2f,NK.fcs","Baylor","12828","2",0.00993750952598689,326,"CD14+Lineage-",32805
"HLADR+","12828_2_DC,2f,MONO,2f,NK.fcs","Baylor","12828","2",0.803758847937515,3293,"CD16-CD56-",4097
"CD11c+CD123-","12828_2_DC,2f,MONO,2f,NK.fcs","Baylor","12828","2",0.52657151533556,1734,"HLADR+",3293
"CD11c-CD123+","12828_2_DC,2f,MONO,2f,NK.fcs","Baylor","12828","2",0.0482842392954752,159,"HLADR+",3293
"CD11c+CD123+","12828_2_DC,2f,MONO,2f,NK.fcs","Baylor","12828","2",0.341937443061039,1126,"HLADR+",3293
"CD11c-CD123-","12828_2_DC,2f,MONO,2f,NK.fcs","Baylor","12828","2",0.0832068023079259,274,"HLADR+",3293
"CD14-Lineage-","12828_2_DC,2f,MONO,2f,NK.fcs","Baylor","12828","2",0.0907406161505575,14836,"Live",163499
"Monocytes","12828_2_DC,2f,MONO,2f,NK.fcs","Baylor","12828","2",0.99555988151673,165698,"root",166437
"CD16-CD56+","12828_2_DcMonNk_D02.fcs","NHLBI","12828","2",0.0877841836179702,807,"CD14-Lineage-",9193
"CD16-CD56-","12828_2_DcMonNk_D02.fcs","NHLBI","12828","2",0.264113999782443,2428,"CD14-Lineage-",9193
"CD16+CD56+","12828_2_DcMonNk_D02.fcs","NHLBI","12828","2",0.499945610790819,4596,"CD14-Lineage-",9193
"CD16+CD56-","12828_2_DcMonNk_D02.fcs","NHLBI","12828","2",0.148156205808768,1362,"CD14-Lineage-",9193
"CD14+CD16+","12828_2_DcMonNk_D02.fcs","NHLBI","12828","2",0.0247911369415183,546,"CD14+Lineage-",22024
"HLADR+","12828_2_DcMonNk_D02.fcs","NHLBI","12828","2",0.352965403624382,857,"CD16-CD56-",2428
"CD11c-CD123+","12828_2_DcMonNk_D02.fcs","NHLBI","12828","2",0.215869311551925,185,"HLADR+",857
"CD11c+CD123+","12828_2_DcMonNk_D02.fcs","NHLBI","12828","2",0.015169194865811,13,"HLADR+",857
"CD11c+CD123-","12828_2_DcMonNk_D02.fcs","NHLBI","12828","2",0.584597432905484,501,"HLADR+",857
"CD11c-CD123-","12828_2_DcMonNk_D02.fcs","NHLBI","12828","2",0.184364060676779,158,"HLADR+",857
"CD14-Lineage-","12828_2_DcMonNk_D02.fcs","NHLBI","12828","2",0.128829283331932,9193,"Live",71358
"Monocytes","12828_2_DcMonNk_D02.fcs","NHLBI","12828","2",0.999351464723821,72424,"root",72471
"CD16+CD56-","12828_3_D3_D03.fcs","Yale","12828","3",0.0944130815651158,485,"CD14-Lineage-",5137
"CD16+CD56+","12828_3_D3_D03.fcs","Yale","12828","3",0.303484524041269,1559,"CD14-Lineage-",5137
"CD16-CD56-","12828_3_D3_D03.fcs","Yale","12828","3",0.353319057815846,1815,"CD14-Lineage-",5137
"CD16-CD56+","12828_3_D3_D03.fcs","Yale","12828","3",0.248783336577769,1278,"CD14-Lineage-",5137
"CD14+CD16+","12828_3_D3_D03.fcs","Yale","12828","3",0.00875259336099585,135,"CD14+Lineage-",15424
"HLADR+","12828_3_D3_D03.fcs","Yale","12828","3",0.281542699724518,511,"CD16-CD56-",1815
"CD11c-CD123+","12828_3_D3_D03.fcs","Yale","12828","3",0.436399217221135,223,"HLADR+",511
"CD11c+CD123-","12828_3_D3_D03.fcs","Yale","12828","3",0.334637964774951,171,"HLADR+",511
"CD11c+CD123+","12828_3_D3_D03.fcs","Yale","12828","3",0.050880626223092,26,"HLADR+",511
"CD11c-CD123-","12828_3_D3_D03.fcs","Yale","12828","3",0.178082191780822,91,"HLADR+",511
"CD14-Lineage-","12828_3_D3_D03.fcs","Yale","12828","3",0.0979222264582539,5137,"Live",52460
"Monocytes","12828_3_D3_D03.fcs","Yale","12828","3",0.998692736160055,52713,"root",52782
"CD16+CD56+","12828_3_DC,2f,MONO,2f,NK.fcs","Baylor","12828","3",0.443886570963864,6277,"CD14-Lineage-",14141
"CD16-CD56+","12828_3_DC,2f,MONO,2f,NK.fcs","Baylor","12828","3",0.213492680857082,3019,"CD14-Lineage-",14141
"CD16-CD56-","12828_3_DC,2f,MONO,2f,NK.fcs","Baylor","12828","3",0.281026801499187,3974,"CD14-Lineage-",14141
"CD16+CD56-","12828_3_DC,2f,MONO,2f,NK.fcs","Baylor","12828","3",0.0615939466798671,871,"CD14-Lineage-",14141
"CD14+CD16+","12828_3_DC,2f,MONO,2f,NK.fcs","Baylor","12828","3",0.00819110502055563,263,"CD14+Lineage-",32108
"HLADR+","12828_3_DC,2f,MONO,2f,NK.fcs","Baylor","12828","3",0.796175138399597,3164,"CD16-CD56-",3974
"CD11c+CD123+","12828_3_DC,2f,MONO,2f,NK.fcs","Baylor","12828","3",0.353982300884956,1120,"HLADR+",3164
"CD11c-CD123-","12828_3_DC,2f,MONO,2f,NK.fcs","Baylor","12828","3",0.0771175726927939,244,"HLADR+",3164
"CD11c+CD123-","12828_3_DC,2f,MONO,2f,NK.fcs","Baylor","12828","3",0.520859671302149,1648,"HLADR+",3164
"CD11c-CD123+","12828_3_DC,2f,MONO,2f,NK.fcs","Baylor","12828","3",0.0480404551201011,152,"HLADR+",3164
"CD14-Lineage-","12828_3_DC,2f,MONO,2f,NK.fcs","Baylor","12828","3",0.0876113651289295,14141,"Live",161406
"Monocytes","12828_3_DC,2f,MONO,2f,NK.fcs","Baylor","12828","3",0.995048300362557,163574,"root",164388
"CD16+CD56-","12828_3_DcMonNk_D03.fcs","NHLBI","12828","3",0.0868311808118081,753,"CD14-Lineage-",8672
"CD16-CD56-","12828_3_DcMonNk_D03.fcs","NHLBI","12828","3",0.28655442804428,2485,"CD14-Lineage-",8672
"CD16+CD56+","12828_3_DcMonNk_D03.fcs","NHLBI","12828","3",0.540013837638376,4683,"CD14-Lineage-",8672
"CD16-CD56+","12828_3_DcMonNk_D03.fcs","NHLBI","12828","3",0.0866005535055351,751,"CD14-Lineage-",8672
"CD14+CD16+","12828_3_DcMonNk_D03.fcs","NHLBI","12828","3",0.0224693599636859,495,"CD14+Lineage-",22030
"HLADR+","12828_3_DcMonNk_D03.fcs","NHLBI","12828","3",0.340442655935614,846,"CD16-CD56-",2485
"CD11c+CD123+","12828_3_DcMonNk_D03.fcs","NHLBI","12828","3",0.0106382978723404,9,"HLADR+",846
"CD11c-CD123-","12828_3_DcMonNk_D03.fcs","NHLBI","12828","3",0.164302600472813,139,"HLADR+",846
"CD11c-CD123+","12828_3_DcMonNk_D03.fcs","NHLBI","12828","3",0.273049645390071,231,"HLADR+",846
"CD11c+CD123-","12828_3_DcMonNk_D03.fcs","NHLBI","12828","3",0.552009456264775,467,"HLADR+",846
"CD14-Lineage-","12828_3_DcMonNk_D03.fcs","NHLBI","12828","3",0.122063480892392,8672,"Live",71045
"Monocytes","12828_3_DcMonNk_D03.fcs","NHLBI","12828","3",0.999473224558826,72099,"root",72137
"CD16+CD56-","1349_1_D4_D04.fcs","Yale","1349","1",0.0548312883435583,143,"CD14-Lineage-",2608
"CD16+CD56+","1349_1_D4_D04.fcs","Yale","1349","1",0.186733128834356,487,"CD14-Lineage-",2608
"CD16-CD56-","1349_1_D4_D04.fcs","Yale","1349","1",0.417944785276074,1090,"CD14-Lineage-",2608
"CD16-CD56+","1349_1_D4_D04.fcs","Yale","1349","1",0.340490797546012,888,"CD14-Lineage-",2608
"CD14+CD16+","1349_1_D4_D04.fcs","Yale","1349","1",0.0161085488937905,241,"CD14+Lineage-",14961
"HLADR+","1349_1_D4_D04.fcs","Yale","1349","1",0.512844036697248,559,"CD16-CD56-",1090
"CD11c-CD123+","1349_1_D4_D04.fcs","Yale","1349","1",0.599284436493739,335,"HLADR+",559
"CD11c+CD123+","1349_1_D4_D04.fcs","Yale","1349","1",0.0339892665474061,19,"HLADR+",559
"CD11c-CD123-","1349_1_D4_D04.fcs","Yale","1349","1",0.221824686940966,124,"HLADR+",559
"CD11c+CD123-","1349_1_D4_D04.fcs","Yale","1349","1",0.144901610017889,81,"HLADR+",559
"CD14-Lineage-","1349_1_D4_D04.fcs","Yale","1349","1",0.0704522124371927,2608,"Live",37018
"Monocytes","1349_1_D4_D04.fcs","Yale","1349","1",0.999702935537012,37018,"root",37029
"CD16+CD56+","1349_1_DC,2f,MONO,2f,NK.fcs","Baylor","1349","1",0.258855355482289,3062,"CD14-Lineage-",11829
"CD16-CD56+","1349_1_DC,2f,MONO,2f,NK.fcs","Baylor","1349","1",0.325640375348719,3852,"CD14-Lineage-",11829
"CD16+CD56-","1349_1_DC,2f,MONO,2f,NK.fcs","Baylor","1349","1",0.0820018598359963,970,"CD14-Lineage-",11829
"CD16-CD56-","1349_1_DC,2f,MONO,2f,NK.fcs","Baylor","1349","1",0.333502409332995,3945,"CD14-Lineage-",11829
"CD14+CD16+","1349_1_DC,2f,MONO,2f,NK.fcs","Baylor","1349","1",0.0217904233171409,785,"CD14+Lineage-",36025
"HLADR+","1349_1_DC,2f,MONO,2f,NK.fcs","Baylor","1349","1",0.765272496831432,3019,"CD16-CD56-",3945
"CD11c-CD123+","1349_1_DC,2f,MONO,2f,NK.fcs","Baylor","1349","1",0.250414044385558,756,"HLADR+",3019
"CD11c+CD123+","1349_1_DC,2f,MONO,2f,NK.fcs","Baylor","1349","1",0.182179529645578,550,"HLADR+",3019
"CD11c+CD123-","1349_1_DC,2f,MONO,2f,NK.fcs","Baylor","1349","1",0.447499171911229,1351,"HLADR+",3019
"CD11c-CD123-","1349_1_DC,2f,MONO,2f,NK.fcs","Baylor","1349","1",0.119907254057635,362,"HLADR+",3019
"CD14-Lineage-","1349_1_DC,2f,MONO,2f,NK.fcs","Baylor","1349","1",0.084164016307712,11829,"Live",140547
"Monocytes","1349_1_DC,2f,MONO,2f,NK.fcs","Baylor","1349","1",0.994349207691278,141125,"root",141927
"CD16+CD56-","1349_1_DcMonNk_D04.fcs","NHLBI","1349","1",0.0780561500692434,620,"CD14-Lineage-",7943
"CD16+CD56+","1349_1_DcMonNk_D04.fcs","NHLBI","1349","1",0.351630366360317,2793,"CD14-Lineage-",7943
"CD16-CD56-","1349_1_DcMonNk_D04.fcs","NHLBI","1349","1",0.442024424021151,3511,"CD14-Lineage-",7943
"CD16-CD56+","1349_1_DcMonNk_D04.fcs","NHLBI","1349","1",0.128289059549289,1019,"CD14-Lineage-",7943
"CD14+CD16+","1349_1_DcMonNk_D04.fcs","NHLBI","1349","1",0.0299668451925529,705,"CD14+Lineage-",23526
"HLADR+","1349_1_DcMonNk_D04.fcs","NHLBI","1349","1",0.163201367131871,573,"CD16-CD56-",3511
"CD11c-CD123-","1349_1_DcMonNk_D04.fcs","NHLBI","1349","1",0.158813263525305,91,"HLADR+",573
"CD11c-CD123+","1349_1_DcMonNk_D04.fcs","NHLBI","1349","1",0.361256544502618,207,"HLADR+",573
"CD11c+CD123+","1349_1_DcMonNk_D04.fcs","NHLBI","1349","1",0.0506108202443281,29,"HLADR+",573
"CD11c+CD123-","1349_1_DcMonNk_D04.fcs","NHLBI","1349","1",0.429319371727749,246,"HLADR+",573
"CD14-Lineage-","1349_1_DcMonNk_D04.fcs","NHLBI","1349","1",0.116363902724875,7943,"Live",68260
"Monocytes","1349_1_DcMonNk_D04.fcs","NHLBI","1349","1",0.99941539646101,70092,"root",70133
"CD16+CD56+","1349_2_D5_D05.fcs","Yale","1349","2",0.196517412935323,474,"CD14-Lineage-",2412
"CD16-CD56-","1349_2_D5_D05.fcs","Yale","1349","2",0.483001658374793,1165,"CD14-Lineage-",2412
"CD16+CD56-","1349_2_D5_D05.fcs","Yale","1349","2",0.054726368159204,132,"CD14-Lineage-",2412
"CD16-CD56+","1349_2_D5_D05.fcs","Yale","1349","2",0.26575456053068,641,"CD14-Lineage-",2412
"CD14+CD16+","1349_2_D5_D05.fcs","Yale","1349","2",0.0142803924003477,230,"CD14+Lineage-",16106
"HLADR+","1349_2_D5_D05.fcs","Yale","1349","2",0.481545064377682,561,"CD16-CD56-",1165
"CD11c-CD123-","1349_2_D5_D05.fcs","Yale","1349","2",0.201426024955437,113,"HLADR+",561
"CD11c+CD123-","1349_2_D5_D05.fcs","Yale","1349","2",0.0909090909090909,51,"HLADR+",561
"CD11c+CD123+","1349_2_D5_D05.fcs","Yale","1349","2",0.035650623885918,20,"HLADR+",561
"CD11c-CD123+","1349_2_D5_D05.fcs","Yale","1349","2",0.672014260249554,377,"HLADR+",561
"CD14-Lineage-","1349_2_D5_D05.fcs","Yale","1349","2",0.0658243047785389,2412,"Live",36643
"Monocytes","1349_2_D5_D05.fcs","Yale","1349","2",0.999536279323513,36643,"root",36660
"CD16+CD56-","1349_2_DC,2f,MONO,2f,NK.fcs","Baylor","1349","2",0.183777651730006,1944,"CD14-Lineage-",10578
"CD16+CD56+","1349_2_DC,2f,MONO,2f,NK.fcs","Baylor","1349","2",0.247022121384005,2613,"CD14-Lineage-",10578
"CD16-CD56-","1349_2_DC,2f,MONO,2f,NK.fcs","Baylor","1349","2",0.352996785781811,3734,"CD14-Lineage-",10578
"CD16-CD56+","1349_2_DC,2f,MONO,2f,NK.fcs","Baylor","1349","2",0.216203441104178,2287,"CD14-Lineage-",10578
"CD14+CD16+","1349_2_DC,2f,MONO,2f,NK.fcs","Baylor","1349","2",0.0235391417756147,740,"CD14+Lineage-",31437
"HLADR+","1349_2_DC,2f,MONO,2f,NK.fcs","Baylor","1349","2",0.693893947509373,2591,"CD16-CD56-",3734
"CD11c-CD123-","1349_2_DC,2f,MONO,2f,NK.fcs","Baylor","1349","2",0.123118487070629,319,"HLADR+",2591
"CD11c+CD123+","1349_2_DC,2f,MONO,2f,NK.fcs","Baylor","1349","2",0.150906985719799,391,"HLADR+",2591
"CD11c+CD123-","1349_2_DC,2f,MONO,2f,NK.fcs","Baylor","1349","2",0.500964878425318,1298,"HLADR+",2591
"CD11c-CD123+","1349_2_DC,2f,MONO,2f,NK.fcs","Baylor","1349","2",0.225009648784253,583,"HLADR+",2591
"CD14-Lineage-","1349_2_DC,2f,MONO,2f,NK.fcs","Baylor","1349","2",0.0840932036982566,10578,"Live",125789
"Monocytes","1349_2_DC,2f,MONO,2f,NK.fcs","Baylor","1349","2",0.996092118843708,126427,"root",126923
"CD16+CD56+","1349_2_DcMonNk_D05.fcs","NHLBI","1349","2",0.363970588235294,3267,"CD14-Lineage-",8976
"CD16+CD56-","1349_2_DcMonNk_D05.fcs","NHLBI","1349","2",0.0355392156862745,319,"CD14-Lineage-",8976
"CD16-CD56-","1349_2_DcMonNk_D05.fcs","NHLBI","1349","2",0.461118538324421,4139,"CD14-Lineage-",8976
"CD16-CD56+","1349_2_DcMonNk_D05.fcs","NHLBI","1349","2",0.139371657754011,1251,"CD14-Lineage-",8976
"CD14+CD16+","1349_2_DcMonNk_D05.fcs","NHLBI","1349","2",0.0225149597485901,523,"CD14+Lineage-",23229
"HLADR+","1349_2_DcMonNk_D05.fcs","NHLBI","1349","2",0.135539985503745,561,"CD16-CD56-",4139
"CD11c+CD123-","1349_2_DcMonNk_D05.fcs","NHLBI","1349","2",0.502673796791444,282,"HLADR+",561
"CD11c-CD123+","1349_2_DcMonNk_D05.fcs","NHLBI","1349","2",0.301247771836007,169,"HLADR+",561
"CD11c+CD123+","1349_2_DcMonNk_D05.fcs","NHLBI","1349","2",0.035650623885918,20,"HLADR+",561
"CD11c-CD123-","1349_2_DcMonNk_D05.fcs","NHLBI","1349","2",0.160427807486631,90,"HLADR+",561
"CD14-Lineage-","1349_2_DcMonNk_D05.fcs","NHLBI","1349","2",0.128062090710648,8976,"Live",70091
"Monocytes","1349_2_DcMonNk_D05.fcs","NHLBI","1349","2",0.999375251634758,71984,"root",72029
"CD16+CD56-","1349_3_D6_D06.fcs","Yale","1349","3",0.0633640552995392,165,"CD14-Lineage-",2604
"CD16-CD56-","1349_3_D6_D06.fcs","Yale","1349","3",0.3963133640553,1032,"CD14-Lineage-",2604
"CD16+CD56+","1349_3_D6_D06.fcs","Yale","1349","3",0.176651305683564,460,"CD14-Lineage-",2604
"CD16-CD56+","1349_3_D6_D06.fcs","Yale","1349","3",0.363671274961598,947,"CD14-Lineage-",2604
"CD14+CD16+","1349_3_D6_D06.fcs","Yale","1349","3",0.0175885038545019,235,"CD14+Lineage-",13361
"HLADR+","1349_3_D6_D06.fcs","Yale","1349","3",0.50968992248062,526,"CD16-CD56-",1032
"CD11c-CD123+","1349_3_D6_D06.fcs","Yale","1349","3",0.612167300380228,322,"HLADR+",526
"CD11c-CD123-","1349_3_D6_D06.fcs","Yale","1349","3",0.20722433460076,109,"HLADR+",526
"CD11c+CD123-","1349_3_D6_D06.fcs","Yale","1349","3",0.165399239543726,87,"HLADR+",526
"CD11c+CD123+","1349_3_D6_D06.fcs","Yale","1349","3",0.0152091254752852,8,"HLADR+",526
"CD14-Lineage-","1349_3_D6_D06.fcs","Yale","1349","3",0.068952734012975,2604,"Live",37765
"Monocytes","1349_3_D6_D06.fcs","Yale","1349","3",0.99955043105728,37797,"root",37814
"CD16-CD56+","1349_3_DC,2f,MONO,2f,NK.fcs","Baylor","1349","3",0.214622859787136,2319,"CD14-Lineage-",10805
